2022-08-17 19:16:53.032 [background-preinit] INFO  [Version.java:21] - HV000001: Hibernate Validator 6.1.7.Final
2022-08-17 20:27:43.914 [restartedMain] INFO  [ExecutorConfigurationSupport.java:181] - Initializing ExecutorService 'applicationTaskExecutor'
2022-08-17 20:27:44.095 [restartedMain] INFO  [WelcomePageHandlerMapping.java:57] - Adding welcome page template: index
2022-08-17 20:27:44.286 [restartedMain] WARN  [TemplateMode.java:150] - [THYMELEAF][restartedMain] Template Mode 'HTML5' is deprecated. Using Template Mode 'HTML' instead.
2022-08-17 20:27:44.863 [restartedMain] INFO  [OptionalLiveReloadServer.java:58] - LiveReload server is running on port 35729
2022-08-17 20:27:45.093 [restartedMain] INFO  [ExecutorConfigurationSupport.java:181] - Initializing ExecutorService 'taskScheduler'
2022-08-17 20:27:45.311 [restartedMain] INFO  [LogAccessor.java:174] - Adding {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2022-08-17 20:27:45.312 [restartedMain] INFO  [LogAccessor.java:174] - Channel 'multi-wechat.errorChannel' has 1 subscriber(s).
2022-08-17 20:27:45.339 [restartedMain] INFO  [LogAccessor.java:174] - started bean '_org.springframework.integration.errorLogger'
2022-08-17 20:27:45.341 [restartedMain] INFO  [DirectJDKLog.java:173] - Starting ProtocolHandler ["http-nio-8500"]
2022-08-17 20:27:45.382 [restartedMain] INFO  [TomcatWebServer.java:220] - Tomcat started on port(s): 8500 (http) with context path '/multi-wechat'
2022-08-17 20:27:45.407 [restartedMain] INFO  [StartupInfoLogger.java:61] - Started MultiWechatApplication in 6.275 seconds (JVM running for 8.731)
2022-08-17 20:27:47.213 [http-nio-8500-exec-10] INFO  [DirectJDKLog.java:173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-08-17 20:27:47.214 [http-nio-8500-exec-10] INFO  [FrameworkServlet.java:525] - Initializing Servlet 'dispatcherServlet'
2022-08-17 20:27:47.216 [http-nio-8500-exec-10] INFO  [FrameworkServlet.java:547] - Completed initialization in 2 ms
2022-08-17 20:28:12.602 [http-nio-8500-exec-3] INFO  [LogAspect.java:38] - ==================开始处理请求=====================>
2022-08-17 20:28:12.826 [http-nio-8500-exec-3] INFO  [LogAspect.java:48] - 请求来源:127.0.0.1
2022-08-17 20:28:12.827 [http-nio-8500-exec-3] INFO  [LogAspect.java:49] - 请求URL:http://127.0.0.1:8500/multi-wechat//admin/loginOut
2022-08-17 20:28:12.827 [http-nio-8500-exec-3] INFO  [LogAspect.java:50] - 请求方式:POST
2022-08-17 20:28:12.828 [http-nio-8500-exec-3] INFO  [LogAspect.java:51] - 请求头部:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36
2022-08-17 20:28:12.829 [http-nio-8500-exec-3] INFO  [LogAspect.java:52] - 请求类型:application/x-www-form-urlencoded; charset=UTF-8
2022-08-17 20:28:12.829 [http-nio-8500-exec-3] INFO  [LogAspect.java:53] - 请求参数:[{"sessionId":"f51e901ca2eea121c3eecc8a2b0db2c2","username":"admin"}]
2022-08-17 20:28:14.577 [http-nio-8500-exec-1] INFO  [LogAspect.java:38] - ==================开始处理请求=====================>
2022-08-17 20:28:14.578 [http-nio-8500-exec-1] INFO  [LogAspect.java:48] - 请求来源:127.0.0.1
2022-08-17 20:28:14.578 [http-nio-8500-exec-1] INFO  [LogAspect.java:49] - 请求URL:http://127.0.0.1:8500/multi-wechat//admin/loginOut
2022-08-17 20:28:14.579 [http-nio-8500-exec-1] INFO  [LogAspect.java:50] - 请求方式:POST
2022-08-17 20:28:14.581 [http-nio-8500-exec-1] INFO  [LogAspect.java:51] - 请求头部:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36
2022-08-17 20:28:14.581 [http-nio-8500-exec-1] INFO  [LogAspect.java:52] - 请求类型:application/x-www-form-urlencoded; charset=UTF-8
2022-08-17 20:28:14.582 [http-nio-8500-exec-1] INFO  [LogAspect.java:53] - 请求参数:[{"sessionId":"f51e901ca2eea121c3eecc8a2b0db2c2","username":"admin"}]
2022-08-17 20:28:15.202 [http-nio-8500-exec-3] INFO  [LogAspect.java:64] - 处理请求[admin/loginOut]耗时(毫秒):2372
2022-08-17 20:28:15.202 [http-nio-8500-exec-1] INFO  [LogAspect.java:64] - 处理请求[admin/loginOut]耗时(毫秒):620
2022-08-17 20:28:15.280 [http-nio-8500-exec-1] INFO  [ResultHandler.java:24] - 接口返回={"code":100000,"message":"success"}
2022-08-17 20:28:15.280 [http-nio-8500-exec-3] INFO  [ResultHandler.java:24] - 接口返回={"code":100000,"message":"success"}
2022-08-17 20:28:16.147 [http-nio-8500-exec-9] INFO  [LogAspect.java:38] - ==================开始处理请求=====================>
2022-08-17 20:28:16.151 [http-nio-8500-exec-9] INFO  [LogAspect.java:48] - 请求来源:127.0.0.1
2022-08-17 20:28:16.152 [http-nio-8500-exec-9] INFO  [LogAspect.java:49] - 请求URL:http://127.0.0.1:8500/multi-wechat//admin/loginOut
2022-08-17 20:28:16.152 [http-nio-8500-exec-9] INFO  [LogAspect.java:50] - 请求方式:POST
2022-08-17 20:28:16.152 [http-nio-8500-exec-9] INFO  [LogAspect.java:51] - 请求头部:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36
2022-08-17 20:28:16.153 [http-nio-8500-exec-9] INFO  [LogAspect.java:52] - 请求类型:application/x-www-form-urlencoded; charset=UTF-8
2022-08-17 20:28:16.154 [http-nio-8500-exec-9] INFO  [LogAspect.java:53] - 请求参数:[{"sessionId":"f51e901ca2eea121c3eecc8a2b0db2c2","username":"admin"}]
2022-08-17 20:28:16.161 [http-nio-8500-exec-9] INFO  [LogAspect.java:64] - 处理请求[admin/loginOut]耗时(毫秒):6
2022-08-17 20:28:16.162 [http-nio-8500-exec-9] INFO  [ResultHandler.java:24] - 接口返回={"code":100000,"message":"success"}
2022-08-17 20:28:17.725 [http-nio-8500-exec-8] INFO  [LogAspect.java:38] - ==================开始处理请求=====================>
2022-08-17 20:28:17.728 [http-nio-8500-exec-8] INFO  [LogAspect.java:48] - 请求来源:127.0.0.1
2022-08-17 20:28:17.728 [http-nio-8500-exec-8] INFO  [LogAspect.java:49] - 请求URL:http://127.0.0.1:8500/multi-wechat//admin/loginOut
2022-08-17 20:28:17.729 [http-nio-8500-exec-8] INFO  [LogAspect.java:50] - 请求方式:POST
2022-08-17 20:28:17.729 [http-nio-8500-exec-8] INFO  [LogAspect.java:51] - 请求头部:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36
2022-08-17 20:28:17.730 [http-nio-8500-exec-8] INFO  [LogAspect.java:52] - 请求类型:application/x-www-form-urlencoded; charset=UTF-8
2022-08-17 20:28:17.730 [http-nio-8500-exec-8] INFO  [LogAspect.java:53] - 请求参数:[{"sessionId":"f51e901ca2eea121c3eecc8a2b0db2c2","username":"admin"}]
2022-08-17 20:28:17.734 [http-nio-8500-exec-8] INFO  [LogAspect.java:64] - 处理请求[admin/loginOut]耗时(毫秒):4
2022-08-17 20:28:17.734 [http-nio-8500-exec-8] INFO  [ResultHandler.java:24] - 接口返回={"code":100000,"message":"success"}
2022-08-17 20:28:18.182 [http-nio-8500-exec-3] INFO  [LogAspect.java:38] - ==================开始处理请求=====================>
2022-08-17 20:28:18.182 [http-nio-8500-exec-3] INFO  [LogAspect.java:48] - 请求来源:127.0.0.1
2022-08-17 20:28:18.183 [http-nio-8500-exec-3] INFO  [LogAspect.java:49] - 请求URL:http://127.0.0.1:8500/multi-wechat//admin/getVarCode
2022-08-17 20:28:18.183 [http-nio-8500-exec-3] INFO  [LogAspect.java:50] - 请求方式:GET
2022-08-17 20:28:18.184 [http-nio-8500-exec-3] INFO  [LogAspect.java:51] - 请求头部:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36
2022-08-17 20:28:18.185 [http-nio-8500-exec-3] INFO  [LogAspect.java:52] - 请求类型:null
2022-08-17 20:28:18.185 [http-nio-8500-exec-3] INFO  [LogAspect.java:53] - 请求参数:[]
2022-08-17 20:28:18.654 [http-nio-8500-exec-3] INFO  [LogAspect.java:64] - 处理请求[admin/getVarCode]耗时(毫秒):468
2022-08-17 20:28:18.656 [http-nio-8500-exec-3] INFO  [ResultHandler.java:24] - 接口返回={"code":100000,"data":{"varCode":"data:image/png;base64,/9j/4AAQSkZJRgABAgAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCAAeAGQDASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD0JalUVGoqVRQA9RUq1GCFGScAdSa4y28Y6vq93cWujaXHK9vtWV5HwqMRkj6g5H4VvRw1Ssm4bLdtpJfeJtI7tRVO71uysHKTM+8KzbFUk7RnLH0XjGTge9YFw+saVo9zf6lqEQlWNn8tFyDtBdgPfYpx71wujPF4mbz7uS3t495RknkBywTcWXkcBQoAz6+hz2YfL3UjKrJ+5HdrX7iXO2h7RaXcF5GGhkVjgFlz8y5GRkduDVkyJGCXdVCjJJOMVwfhbTJNAN7fy3iG0MHmBH2EIT87fd5UDIJXkc5FcrqU/i3xh4jmsrH/AEeARywyMo24UEBkbPcEgfqOlKll6q1JRjNKKV3J6L/h/IHOy2PXf7b0xZjCL2F5Q2zy0YM2d4QjA9GIB9CRmtJpYogTJIiADJLMBxXB+GfhlZ6GJbiW8mn1CRXUT7yAu4Y6dD61554/8Oa/p9tJqWqarveT5lt43JVUUonJ9csn61rhsBhsTifY06tl0bW78l+rsKU3FXaPoWNldQysGUjIIPWplFef/CKGX/hCba6ZiIpl2xxk9NjMrH8Tn9K9BUV52Jo+wrSpXvytr7i07q48DiilA4orEZxSipFFMWpVoApa2lw+iXaWqF52jIRR3NeeaRpPjHStIu7qKa308SSSTlGh3yHPzHnt0rv/ABFdXVjodzc2cipPGhKblyMjnn8Aa5Gb4gmLwxLPPBK07AFChC7dwyufx617GXyrqk40oRkpSS1Sevz0M52vqYOq65q+oaO1jdyRXUSqrtKY2UuwGGQN09j64b3qDwp4HttY0Wa5E7PPEwKxhQckdipI98jr6V2HhfwbDdeDibzypp73978wJVc9MdwfpXJ67Z6l4RsV8q5jeC5XYOhdSDgZ3KQQOx4I9a9ujXcnPB4SXJLm7aO2/wDWn+WbW0pFzwDr99NNqmhYEpClYVJzhQSMepwOOnYA9qqwad480A6g+kW7wxSsGll8sb2C5G47uhIJJ/OpfhrpE8RudZW63ZZkeM71yy89Q2CPqD9B1roNY+JpfTbmGKzMcmWjduCDgfN+ZwPpnvU4mpKnjqlPDU4zT5eZNaX+duoRV4ptlT4b+LtfvNbl0/U7iWdiRnzlI2gHLEHHoenfI9KtfHOZl0mwhBVS8pyc8lcA4PpyB+VXfhr4bYSya3dzrLczsSflyexPze5I4xjAFU/jhE50y2kj2LjHmk9WXPyj8CSfxNc8JUZZ3D2SSV1srK9tbDd/ZO52/wAOIltvA+n2YILWwaNyOm7cSf5116iuV+Hsaw+CtOi6yJHtkb+83r/KurWvncU3KvNt31f5m0dh4HFFKBxRWAz/2Q==","varCodeId":"icywobcakgcqxwbaetkmcwprg"},"message":"success"}
2022-08-17 20:28:31.834 [http-nio-8500-exec-9] INFO  [LogAspect.java:38] - ==================开始处理请求=====================>
2022-08-17 20:28:31.836 [http-nio-8500-exec-9] INFO  [LogAspect.java:48] - 请求来源:127.0.0.1
2022-08-17 20:28:31.837 [http-nio-8500-exec-9] INFO  [LogAspect.java:49] - 请求URL:http://127.0.0.1:8500/multi-wechat//admin/login
2022-08-17 20:28:31.837 [http-nio-8500-exec-9] INFO  [LogAspect.java:50] - 请求方式:POST
2022-08-17 20:28:31.838 [http-nio-8500-exec-9] INFO  [LogAspect.java:51] - 请求头部:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36
2022-08-17 20:28:31.838 [http-nio-8500-exec-9] INFO  [LogAspect.java:52] - 请求类型:application/x-www-form-urlencoded; charset=UTF-8
2022-08-17 20:28:31.838 [http-nio-8500-exec-9] INFO  [LogAspect.java:53] - 请求参数:[{"password":"123456","username":"admin","varCode":"5657","varCodeId":"icywobcakgcqxwbaetkmcwprg"}]
2022-08-17 20:28:31.840 [http-nio-8500-exec-9] INFO  [LogAspect.java:64] - 处理请求[admin/login]耗时(毫秒):1
2022-08-17 20:28:31.841 [http-nio-8500-exec-9] INFO  [ResultHandler.java:24] - 接口返回={"code":900001,"message":"验证码错误"}
2022-08-17 20:28:31.856 [http-nio-8500-exec-5] INFO  [LogAspect.java:38] - ==================开始处理请求=====================>
2022-08-17 20:28:31.857 [http-nio-8500-exec-5] INFO  [LogAspect.java:48] - 请求来源:127.0.0.1
2022-08-17 20:28:31.857 [http-nio-8500-exec-5] INFO  [LogAspect.java:49] - 请求URL:http://127.0.0.1:8500/multi-wechat//admin/getVarCode
2022-08-17 20:28:31.858 [http-nio-8500-exec-5] INFO  [LogAspect.java:50] - 请求方式:GET
2022-08-17 20:28:31.858 [http-nio-8500-exec-5] INFO  [LogAspect.java:51] - 请求头部:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36
2022-08-17 20:28:31.859 [http-nio-8500-exec-5] INFO  [LogAspect.java:52] - 请求类型:null
2022-08-17 20:28:31.859 [http-nio-8500-exec-5] INFO  [LogAspect.java:53] - 请求参数:[]
2022-08-17 20:28:31.881 [http-nio-8500-exec-5] INFO  [LogAspect.java:64] - 处理请求[admin/getVarCode]耗时(毫秒):22
2022-08-17 20:28:31.882 [http-nio-8500-exec-5] INFO  [ResultHandler.java:24] - 接口返回={"code":100000,"data":{"varCode":"data:image/png;base64,/9j/4AAQSkZJRgABAgAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCAAeAGQDASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD0JalUVGoqVRQA9RUq1GCFBJIAHUmuOk8Yajqep3Gm+HbKK4mhba8spOxPlB5Psdw+oFb0cPUrX5Fot3sl6sTaR3Kiq11q9nYkrLIS4RpNiDJCjOWPoOMZOB71wfhnxFr+q63c6Nezxxzohd5BGCoAfawX3BIX8z2rm/G+iatothBdGdQr5WRGYyEPyRjjGAiHH93b24r0KOVN4lYarNJvbre5Dn7t0e22lzFdwrLCwIIBI7rkA4I7HBB/GrSivKfDmp3mj/D6wCeZPc3d0+DCpcLmXYDlflAzkgHr2746WK48W3TyiG3jWMqJVld9uQVI2rxycgdcAeuCCeWvgpUpyjdWTavtezsUpXOqvtUsdKg86+uooEyBl2xnJA/mRUGieJ9I8QFhpt2sxUZIHUcA/wBa5KX4bjXdQ+2eI764uPKykUYk+UoOhP8AP1JzmvO3ii8P/FP7BoUh+yrtYODnahiDMQfUIW/M13YTLcNiac1Co+eMXLb3dOl9yZTae2h9GqKlUVGtSqK8Q0HgcUUoHFFAHFKKkUUxalWgBxRXQqwBUjBB71kX02l+FdPmuIoYoGkckADG529fqRWu7iKJ5DkhVLHHtXkmqa/Hrvi3bqELNYWTHEAx87Be/tzXfgMK68pXfuxV38iJysdh8PNEntbefV71Qbi+/eLkcoGJZl+mcflWL8XZvLtU3pHIowqgnlSSDnBBHUDn0yM11Ph3XJ9ZvWVI0htIkGyPqcdufWuW+NdiH0uwvc8o5jx9a9DBOdTNqbr6Ntf8BEy0puxY0uKWHRPDOoxwme4mh2MpkzsUbtu1SC3G7GQcDA9q6Sz8aXEWptYatp628uRtMT71255YnoAMc+5xXN+CdXns5dFspn8yyu9PQpGqgbHUkEk9+KreMZmuNZ/tGF/JV51s0BUOzN/tZ4Cd8DOTzSnQVXESpVEtb2evd/8ADbf5heyujZ8Z+ObuN5NI0aJmnkUoZo/m25XqCDgYJAqXwL8NE0W+/tTUm+0XWxlXcc4yAP5EivHrK91a78VSnT7vy7osQJZmyTg8knB6nmvQfDd54z07xjp1tqOtJPb3UmyRAxfI6/xKMV6mJy6thMK6VCaScby3vLTbbb5kRmpSuz25RUqio1FSrXxp0DwOKKUDiigD/9k=","varCodeId":"anyksvwvherradyguofoqinsv"},"message":"success"}
2022-08-17 20:28:35.680 [http-nio-8500-exec-8] INFO  [LogAspect.java:38] - ==================开始处理请求=====================>
2022-08-17 20:28:35.680 [http-nio-8500-exec-8] INFO  [LogAspect.java:48] - 请求来源:127.0.0.1
2022-08-17 20:28:35.681 [http-nio-8500-exec-8] INFO  [LogAspect.java:49] - 请求URL:http://127.0.0.1:8500/multi-wechat//admin/getVarCode
2022-08-17 20:28:35.681 [http-nio-8500-exec-8] INFO  [LogAspect.java:50] - 请求方式:GET
2022-08-17 20:28:35.681 [http-nio-8500-exec-8] INFO  [LogAspect.java:51] - 请求头部:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36
2022-08-17 20:28:35.681 [http-nio-8500-exec-8] INFO  [LogAspect.java:52] - 请求类型:null
2022-08-17 20:28:35.681 [http-nio-8500-exec-8] INFO  [LogAspect.java:53] - 请求参数:[]
2022-08-17 20:28:35.699 [http-nio-8500-exec-8] INFO  [LogAspect.java:64] - 处理请求[admin/getVarCode]耗时(毫秒):17
2022-08-17 20:28:35.700 [http-nio-8500-exec-8] INFO  [ResultHandler.java:24] - 接口返回={"code":100000,"data":{"varCode":"data:image/png;base64,/9j/4AAQSkZJRgABAgAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCAAeAGQDASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD0JalUVGoqVRQA9RUq0xRXP+KPE0nh+wlnSymkCEAybPlHK+4zwT/3ya0o0p1pqnBXbE3ZXZ04wOpxSxTRSttSRWON2Ae2cZ+nBrznWvE19LHp9rD8zalIDEqHaUjkO2Bie2cE+vSoLixv/BmsWV/HfST2sr7DDsdzt2EqgHJJwjDPQYHSu6nls5JcztJ3su9vy8iXM9WUVIorjdd8aR2c1tZafHJcXc+z7ibhGHYKNxB+U5PGfp3FWrbX50mjjllileVxtjDAuf3hjYKvHAwWJ5AAJ5xmuZ4SsoqTW5XMjpLzULTTLY3F7cRwRAgbnbAyapaN4t0TXbhoNOvUmlUZKgc4wD/UVgar4E/4SvVhd65PIIIXdYraJvlZM/KT745/E15d4ysrPwb4vhXQmkQRMUlRWy3KKSB7bXxn616WX5dh8Z+6jN+0s3t7qt0b/Uic3HXofR6ipVFQW4k8lPNx5mPmx0zVhRXiGg8DiilA4ooA4pRUiimLUq0APUVyPxEjafR4IIpY1lkl8kBzgASApuP0BNdetcb8Sk/4p4zFVdIyPMjYD5ge4yD8w5x9a68Am8TTS3uiZfCzlLNluddsLiRXgmtIhbYBGEVRiOTB5/2s9BkV0PxBuA13YQusbmbCIoOWUnByPlYZBA+YDpkZHWsaOJ7y7sX0q4e3nEagPIoG8Hqr4+8P1rUsPDFzqfia01HVpoSkLYggi3MF798YGf8A9Ve3+79pGvUekE9Nb31svv8Aw3889bWRD4RjRvH13ZqsQa0f92pEYwuBuOAdxOeQOQD16CtDxON/jW0uMFRCrRyAqSzI4wxVhwoGNvPdqsTxHQvitFcId0WqQEModvlK9yCcGq14P7S8Xy3IYrEkixKG5LtjgHOQEB545J5rGpLmqqqtnTX5cr/G/wCfmNbW8zS8YeO59NiFjpsG+/lQj5Pn2NgDr04Y4+tZPhP4ZTXGrf21r0z3DSBjtZs5PAGfw/lXnFxcarf+NG+x3KxXSHCyOxOcN1Jwcknk+9dLDrXjLw1rVi+oa0J4JZQrRxsX3Z7fMoxz6V6f9nV8NheTDTUXKN5PW78k7afeRzqUtT6CUVKoqtZzC6tILgDaJY1cA9sjNWlr4w6B4HFFKBxRQB//2Q==","varCodeId":"tfcalnctgzigbpwoogaaqounc"},"message":"success"}
2022-08-17 20:28:40.231 [http-nio-8500-exec-2] INFO  [LogAspect.java:38] - ==================开始处理请求=====================>
2022-08-17 20:28:40.232 [http-nio-8500-exec-2] INFO  [LogAspect.java:48] - 请求来源:127.0.0.1
2022-08-17 20:28:40.232 [http-nio-8500-exec-2] INFO  [LogAspect.java:49] - 请求URL:http://127.0.0.1:8500/multi-wechat//admin/login
2022-08-17 20:28:40.232 [http-nio-8500-exec-2] INFO  [LogAspect.java:50] - 请求方式:POST
2022-08-17 20:28:40.233 [http-nio-8500-exec-2] INFO  [LogAspect.java:51] - 请求头部:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36
2022-08-17 20:28:40.233 [http-nio-8500-exec-2] INFO  [LogAspect.java:52] - 请求类型:application/x-www-form-urlencoded; charset=UTF-8
2022-08-17 20:28:40.233 [http-nio-8500-exec-2] INFO  [LogAspect.java:53] - 请求参数:[{"password":"123456","username":"admin","varCode":"1002","varCodeId":"tfcalnctgzigbpwoogaaqounc"}]
2022-08-17 20:28:40.240 [http-nio-8500-exec-2] INFO  [LogAspect.java:64] - 处理请求[admin/login]耗时(毫秒):7
2022-08-17 20:28:40.241 [http-nio-8500-exec-2] INFO  [ResultHandler.java:24] - 接口返回={"code":100001,"data":{"password":"fefeeb129cdbe03d6066baaf72379289","sessionId":"5ecd2e5146767046085cae36fe573165","username":"admin"},"message":"登录成功"}
2022-08-17 20:28:42.377 [http-nio-8500-exec-10] INFO  [LogAspect.java:38] - ==================开始处理请求=====================>
2022-08-17 20:28:42.378 [http-nio-8500-exec-10] INFO  [LogAspect.java:48] - 请求来源:127.0.0.1
2022-08-17 20:28:42.379 [http-nio-8500-exec-10] INFO  [LogAspect.java:49] - 请求URL:http://127.0.0.1:8500/multi-wechat//admin/loginOut
2022-08-17 20:28:42.379 [http-nio-8500-exec-10] INFO  [LogAspect.java:50] - 请求方式:POST
2022-08-17 20:28:42.383 [http-nio-8500-exec-10] INFO  [LogAspect.java:51] - 请求头部:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36
2022-08-17 20:28:42.384 [http-nio-8500-exec-10] INFO  [LogAspect.java:52] - 请求类型:application/x-www-form-urlencoded; charset=UTF-8
2022-08-17 20:28:42.385 [http-nio-8500-exec-10] INFO  [LogAspect.java:53] - 请求参数:[{"sessionId":"5ecd2e5146767046085cae36fe573165","username":"admin"}]
2022-08-17 20:28:42.388 [http-nio-8500-exec-10] INFO  [LogAspect.java:64] - 处理请求[admin/loginOut]耗时(毫秒):3
2022-08-17 20:28:42.389 [http-nio-8500-exec-10] INFO  [ResultHandler.java:24] - 接口返回={"code":100000,"message":"success"}
2022-08-17 20:28:42.767 [http-nio-8500-exec-9] INFO  [LogAspect.java:38] - ==================开始处理请求=====================>
2022-08-17 20:28:42.767 [http-nio-8500-exec-9] INFO  [LogAspect.java:48] - 请求来源:127.0.0.1
2022-08-17 20:28:42.768 [http-nio-8500-exec-9] INFO  [LogAspect.java:49] - 请求URL:http://127.0.0.1:8500/multi-wechat//admin/getVarCode
2022-08-17 20:28:42.768 [http-nio-8500-exec-9] INFO  [LogAspect.java:50] - 请求方式:GET
